Fold id: 0, Epoch id: 1, Training steps: 100, Avg loss: 1.185
Fold id: 0, Epoch id: 1, Training steps: 200, Avg loss: 1.100
Fold id: 0, Epoch id: 1, Training steps: 300, Avg loss: 1.177
Fold id: 0, Epoch id: 1, Training steps: 400, Avg loss: 1.121
Fold id: 0, Epoch id: 1, Training steps: 500, Avg loss: 1.187
Fold id: 0, Epoch id: 1, Training steps: 600, Avg loss: 1.102
Fold id: 0, Epoch id: 1, Training steps: 700, Avg loss: 1.134
Fold id: 0, Epoch id: 1, Training steps: 800, Avg loss: 1.211
Fold id: 0, Epoch id: 1, Training steps: 900, Avg loss: 1.177
Fold id: 0, Epoch id: 1, Training steps: 1000, Avg loss: 1.042
Fold id: 0, Epoch id: 1, Training steps: 1100, Avg loss: 1.121
Fold id: 0, Epoch id: 1, Training steps: 1200, Avg loss: 1.109
Fold id: 0, Epoch id: 1, Training steps: 1300, Avg loss: 1.099
Fold id: 0, Epoch id: 1, Training steps: 1400, Avg loss: 1.047
Fold id: 0, Epoch id: 1, Training steps: 1500, Avg loss: 0.999
Fold id: 0, Epoch id: 1, Training steps: 1600, Avg loss: 1.064
Fold id: 0, Epoch id: 1, Training steps: 1700, Avg loss: 1.044
Fold id: 0, Epoch id: 1, Training steps: 1800, Avg loss: 1.046
Fold id: 0, Epoch id: 1, Training steps: 1900, Avg loss: 0.975
Fold id: 0, Epoch id: 1, Training steps: 2000, Avg loss: 1.054
Fold id: 0, Epoch id: 1, Training steps: 2100, Avg loss: 0.990
Fold id: 0, Epoch id: 1, Training steps: 2200, Avg loss: 1.004
Fold id: 0, Epoch id: 1, Training steps: 2300, Avg loss: 0.991
Fold id: 0, Epoch id: 1, Training steps: 2400, Avg loss: 0.998
Fold id: 0, Epoch id: 1, Training steps: 2500, Avg loss: 1.031
Fold id: 0, Epoch id: 1, Training steps: 2600, Avg loss: 1.022
Fold id: 0, Epoch id: 1, Training steps: 2700, Avg loss: 0.997
Fold id: 0, Epoch id: 1, Training steps: 2800, Avg loss: 0.990
Fold id: 0, Epoch id: 1, Training steps: 2900, Avg loss: 1.055
Fold id: 0, Epoch id: 1, Training steps: 3000, Avg loss: 0.992
Fold id: 0, Epoch id: 1, Training steps: 3100, Avg loss: 0.962
Fold id: 0, Epoch id: 1, Training steps: 3200, Avg loss: 0.991
Fold id: 0, Epoch id: 1, Training steps: 3300, Avg loss: 0.960
Fold id: 0, Epoch id: 1, Training steps: 3400, Avg loss: 0.943
Fold id: 0, Epoch id: 1, Training steps: 3500, Avg loss: 0.911
Fold id: 0, Epoch id: 1, Training steps: 3600, Avg loss: 0.952
Fold id: 0, Epoch id: 1, Training steps: 3700, Avg loss: 0.983
Fold id: 0, Epoch id: 1, Training steps: 3800, Avg loss: 0.967
Fold id: 0, Epoch id: 1, Training steps: 3900, Avg loss: 0.953
Fold id: 0, Epoch id: 1, Training steps: 4000, Avg loss: 0.975
Fold id: 0, Epoch id: 1, Training steps: 4100, Avg loss: 0.930
Fold id: 0, Epoch id: 1, Training steps: 4200, Avg loss: 0.957
Fold id: 0, Epoch id: 1, Training steps: 4300, Avg loss: 0.928
Fold id: 0, Epoch id: 1, Training steps: 4400, Avg loss: 0.945
Fold id: 0, Epoch id: 1, Training steps: 4500, Avg loss: 0.946
Fold id: 0, Epoch id: 1, Training steps: 4600, Avg loss: 0.932
Fold id: 0, Epoch id: 1, Training steps: 4700, Avg loss: 0.982
Fold id: 0, Epoch id: 1, Training steps: 4800, Avg loss: 0.906
Fold id: 0, Epoch id: 1, Training steps: 4900, Avg loss: 0.925
Fold id: 0, Epoch id: 1, Training steps: 5000, Avg loss: 0.948
Fold id: 0, Epoch id: 1, Training steps: 5100, Avg loss: 0.902
Fold id: 0, Epoch id: 1, Training steps: 5200, Avg loss: 0.861
Fold id: 0, Epoch id: 1, Training steps: 5300, Avg loss: 0.889
Fold id: 0, Epoch id: 1, Training steps: 5400, Avg loss: 0.873
Fold id: 0, Epoch id: 1, Training steps: 5500, Avg loss: 0.836
Fold id: 0, Epoch id: 1, Training steps: 5600, Avg loss: 0.845
Fold id: 0, Epoch id: 1, Training steps: 5700, Avg loss: 0.933
Fold id: 0, Epoch id: 1, Training steps: 5800, Avg loss: 0.849
Fold id: 0, Epoch id: 1, Training steps: 5900, Avg loss: 0.894
Fold id: 0, Epoch id: 1, Training steps: 6000, Avg loss: 0.900
Fold id: 0, Epoch id: 1, Training steps: 6100, Avg loss: 0.799
Fold id: 0, Epoch id: 1, Training steps: 6200, Avg loss: 0.871
Fold id: 0, Epoch id: 1, Training steps: 6300, Avg loss: 0.841
Fold id: 0, Epoch id: 1, Training steps: 6400, Avg loss: 0.901
Fold id: 0, Epoch id: 1, Training steps: 6500, Avg loss: 0.860
Fold id: 0, Epoch id: 1, Training steps: 6600, Avg loss: 0.843
Fold id: 0, Epoch id: 1, Training steps: 6700, Avg loss: 0.861
Fold id: 0, Epoch id: 1, Training steps: 6800, Avg loss: 0.812
Fold id: 0, Epoch id: 1, Training steps: 6900, Avg loss: 0.761
Fold id: 0, Epoch id: 1, Training steps: 7000, Avg loss: 0.783
Fold id: 0, Epoch id: 1, Training steps: 7100, Avg loss: 0.862
Fold id: 0, Epoch id: 1, Training steps: 7200, Avg loss: 0.755
Fold id: 0, Epoch id: 1, Training steps: 7300, Avg loss: 0.790
Fold id: 0, Epoch id: 1, Training steps: 7400, Avg loss: 0.920
Fold id: 0, Epoch id: 1, Training steps: 7500, Avg loss: 0.727
Fold id: 0, Epoch id: 1, Training steps: 7600, Avg loss: 0.762
Fold id: 0, Epoch id: 1, Training steps: 7700, Avg loss: 0.747
Fold id: 0, Epoch id: 1, Training steps: 7800, Avg loss: 0.805
Fold id: 0, Epoch id: 1, Training steps: 7900, Avg loss: 0.753
Fold id: 0, Epoch id: 1, Training steps: 8000, Avg loss: 0.792
Fold id: 0, Epoch id: 1, Training steps: 8100, Avg loss: 0.779
Fold id: 0, Epoch id: 1, Training steps: 8200, Avg loss: 0.698
Fold id: 0, Epoch id: 1, Training steps: 8300, Avg loss: 0.785
Fold id: 0, Epoch id: 1, Training steps: 8400, Avg loss: 0.799
Fold id: 0, Epoch id: 1, Training steps: 8500, Avg loss: 0.654
Fold id: 0, Epoch id: 1, Training steps: 8600, Avg loss: 0.720
Fold id: 0, Epoch id: 1, Training steps: 8700, Avg loss: 0.659
Fold id: 0, Epoch id: 1, Training steps: 8800, Avg loss: 0.720
Fold id: 0, Epoch id: 1, Training steps: 8900, Avg loss: 0.726
